社会科学出版社, 建国门内大街5, 科教文化服务;传媒机构;出版社, 116.426304,39.907805, 116.432520,39.909189, 116.439027,39.915140
西双版纳酒家, 东皇城根北街8号, 餐饮服务;餐饮相关场所;餐饮相关, 116.400330,39.931634, 116.406576,39.933039, 116.412945,39.939361
中国商务出版社, 安外东后巷28, 科教文化服务;传媒机构;出版社, 116.403514,39.950198, 116.409761,39.951603, 116.416148,39.957905
中国轻工业出版社, 东长安街6号, 科教文化服务;传媒机构;出版社, 116.405027,39.906206, 116.411268,39.907608, 116.417661,39.913896
冶金工业出版社, 嵩祝院北巷39, 科教文化服务;传媒机构;出版社, 116.397383,39.927669, 116.403629,39.929074, 116.409992,39.935410
中国妇女出版社, 史家胡同甲24号, 科教文化服务;传媒机构;出版社, 116.415853,39.916799, 116.422086,39.918195, 116.428522,39.924330
人民文学出版社招待所, 东中街42号, 住宿服务;宾馆酒店;宾馆酒店, 116.430378,39.934637, 116.436590,39.936016, 116.443113,39.941892
外国文学出版社, 朝阳门内大街166, 科教文化服务;传媒机构;出版社, 116.419260,39.922661, 116.425489,39.924054, 116.431943,39.930130
中国旅游出版社, 建国门内大街甲9号(国家旅游局2号楼), 科教文化服务;传媒机构;出版社, 116.422049,39.909473, 116.428272,39.910862, 116.434751,39.916890
冶金工业出版社书店, 东四西大街46-6, 购物服务;专卖店;书店, 116.407121,39.922678, 116.413363,39.924080, 116.419753,39.930341
荣宝斋出版社(北总布胡同), 北总布胡同32, 科教文化服务;传媒机构;出版社, 116.426314,39.911852, 116.432531,39.913236, 116.439035,39.919186
中国少年儿童出版社, 东四十二条21, 科教文化服务;传媒机构;出版社, 116.416350,39.934154, 116.422584,39.935550, 116.429021,39.941676
中国摄影出版社, 东四十二条48, 科教文化服务;传媒机构;出版社, 116.413653,39.933448, 116.419890,39.934846, 116.426311,39.941016
国际版权交易中心, 安定门东大街28号, 政府机构及社会团体;政府机关;政府机关相关, 116.413973,39.947185, 116.420212,39.948584, 116.426643,39.954752
中国美术出版总社, 北总布胡同32, 科教文化服务;传媒机构;出版社, 116.426311,39.911854, 116.432528,39.913238, 116.439032,39.919188
新闻出版大厦(东二门), 朝阳门内大街55, 商务住宅;楼宇;商务写字楼, 116.425543,39.923908, 116.431763,39.925294, 116.438256,39.931256
人民邮电出版社(夕照寺街), 夕照寺大街14-1, 科教文化服务;传媒机构;出版社, 116.434620,39.887006, 116.440817,39.888377, 116.447392,39.894193
北京童趣出版社, 交道口南大街菊儿胡同7号, 科教文化服务;传媒机构;出版社, 116.400403,39.937866, 116.406650,39.939271, 116.413021,39.945594
新闻出版大厦(东三门), 朝阳门内大街55, 商务住宅;楼宇;商务写字楼, 116.425511,39.923446, 116.431731,39.924832, 116.438224,39.930794
中国出版集团公司, 朝阳门内大街55号新闻出版大厦, 公司企业;公司;公司, 116.425276,39.924087, 116.431496,39.925473, 116.437987,39.931439
文化艺术出版社(东四八条), 东四八条52, 科教文化服务;传媒机构;出版社, 116.414954,39.930774, 116.421190,39.932171, 116.427618,39.938320
人民教育出版社(沙滩后街), 沙滩后街55-2, 科教文化服务;传媒机构;出版社, 116.395482,39.924097, 116.401728,39.925502, 116.408090,39.931843
中国长安出版社, 北池子大街14号, 科教文化服务;传媒机构;出版社, 116.396406,39.920217, 116.402652,39.921622, 116.409016,39.927962
新闻出版总署条码中心, 先晓胡同10号, 政府机构及社会团体;政府机关;国家级机关及事业单位, 116.426723,39.912635, 116.432939,39.914019, 116.439445,39.919961
人民美术出版社招待所, 东单西总布胡同55号, 住宿服务;住宿服务相关;住宿服务相关, 116.413698,39.911299, 116.419932,39.912697, 116.426360,39.918869
国家民委新闻出版大楼, 和平里北街14, 商务住宅;楼宇;商务写字楼, 116.419554,39.957520, 116.425787,39.958914, 116.432260,39.964990
中国协和医科大学出版社, 东华门, 科教文化服务;传媒机构;出版社, 116.409325,39.909422, 116.415563,39.910822, 116.421971,39.917058
化工出版社招待所, 安定门外大街丙80附近, 住宿服务;旅馆招待所;旅馆招待所, 116.402856,39.958056, 116.409105,39.959461, 116.415498,39.965771
中华版权代理总公司, 安定门东大街28号雍和大厦西楼3层, 公司企业;公司企业;公司企业, 116.413941,39.947579, 116.420180,39.948978, 116.426611,39.955146
中国纺织出版社(东环社区西), 东直门南大街6号中纺大厦, 科教文化服务;传媒机构;出版社, 116.428886,39.936712, 116.435101,39.938094, 116.441615,39.943996
中国科学文化音像出版社, 朝阳门内大街137, 科教文化服务;传媒机构;出版社, 116.418692,39.924025, 116.424922,39.925419, 116.431372,39.931504
世图音像电子出版社, 朝阳门内大街137, 科教文化服务;传媒机构;出版社, 116.418692,39.924025, 116.424922,39.925419, 116.431372,39.931504
中国对外经济贸易出版社, 安外东后巷28, 科教文化服务;传媒机构;出版社, 116.403533,39.950220, 116.409780,39.951625, 116.416167,39.957927
轻工业出版社发行部, 台基厂大街2号, 科教文化服务;传媒机构;出版社, 116.405103,39.905976, 116.411344,39.907378, 116.417738,39.913665
国家版权贸易基地, 安定门东大街28, 公司企业;公司企业;公司企业, 116.414151,39.947285, 116.420390,39.948684, 116.426822,39.954849
人民卫生出版社5号楼, 天坛西里东区10号院, 科教文化服务;传媒机构;报社, 116.396624,39.874382, 116.402864,39.875785, 116.409264,39.882136
人民卫生出版社7号楼, 天坛西里东区10号院, 科教文化服务;传媒机构;报社, 116.396593,39.874060, 116.402833,39.875463, 116.409233,39.881815
人民卫生出版社8号楼, 天坛西里东区10号院, 科教文化服务;传媒机构;报社, 116.395770,39.873555, 116.402010,39.874957, 116.408409,39.881311
人民文学出版社特价书店, 交道口东大街4号(近北新桥地铁D口), 购物服务;专卖店;书店, 116.408597,39.939352, 116.414840,39.940754, 116.421239,39.946998
T.秀韩版女装, 永定门外大街101号百荣世贸商城一期A区2A098号(木樨园桥西北侧), 购物服务;服装鞋帽皮具店;服装鞋帽皮具店, 116.392574,39.858876, 116.398812,39.860277, 116.405209,39.866631
中国石化出版社(安定门外大街), 安定门外大街58, 科教文化服务;传媒机构;出版社, 116.402709,39.962521, 116.408958,39.963926, 116.415355,39.970239
人民卫生出版社10号楼, 天坛西里东区10号院, 科教文化服务;传媒机构;报社, 116.397239,39.874657, 116.403479,39.876060, 116.409879,39.882410
科学出版社5, 东城区, 地名地址信息;门牌信息;小区门牌, 116.400754,39.929495, 116.407000,39.930900, 116.413369,39.937220
新闻出版大厦(东一门), 朝阳门内大街55, 商务住宅;楼宇;商务写字楼, 116.425513,39.924688, 116.431733,39.926074, 116.438225,39.932036
文物出版社读者服务部, 五四大街29-1号, 科教文化服务;传媒机构;出版社, 116.398477,39.923056, 116.404723,39.924461, 116.411089,39.930793
北京同心出版社有限公司, 东单三条8-16号东方广场东配楼B3、B4写字间4层, 科教文化服务;传媒机构;出版社, 116.409682,39.908953, 116.415920,39.910353, 116.422330,39.916584
学习出版社有限责任公司, 崇文门外大街11号新成文化大厦b座11层, 科教文化服务;传媒机构;出版社, 116.411766,39.892550, 116.418000,39.893948, 116.424436,39.900155
团结出版社发行部, 东皇城根南街86号院1, 科教文化服务;传媒机构;出版社, 116.400888,39.916074, 116.407132,39.917478, 116.413506,39.923798
人民法院出版社读者服务部, 东华门, 购物服务;专卖店;书店, 116.400302,39.901811, 116.406544,39.903214, 116.412928,39.909542
中国出版传媒股份有限公司, 朝阳门内大街55, 公司企业;公司;公司, 116.425298,39.924106, 116.431518,39.925492, 116.438009,39.931458
版纳印象傣味餐厅, 东四北大街228号, 餐饮服务;中餐厅;云贵菜, 116.411137,39.931090, 116.417377,39.932490, 116.423785,39.938698
北京人民东方电子出版中心, 月牙胡同23号, 科教文化服务;传媒机构;出版社, 116.412897,39.928085, 116.419134,39.929484, 116.425551,39.935666
语文音像出版社, 朝阳门内南小街51, 科教文化服务;传媒机构;出版社, 116.419437,39.921615, 116.425666,39.923008, 116.432121,39.929081
人民卫生出版社(东单门市部), 东单北大街92, 购物服务;专卖店;书店, 116.411943,39.909923, 116.418179,39.911322, 116.424599,39.917521
中国版权保护中心雍和版权登记大厅, 安定门东大街28号, 政府机构及社会团体;政府机关;国家级机关及事业单位, 116.414284,39.947086, 116.420522,39.948484, 116.426954,39.954647
中国妇女音像出版社, 史家胡同甲24号, 科教文化服务;传媒机构;出版社, 116.415860,39.916798, 116.422093,39.918194, 116.428529,39.924329
中纺音像出版社, 东直门南大街6号中纺大厦9层, 科教文化服务;传媒机构;出版社, 116.428872,39.936697, 116.435087,39.938079, 116.441601,39.943981
国家新闻出版广电总局条码中心, 先晓胡同10, 政府机构及社会团体;政府机关;国家级机关及事业单位, 116.426513,39.912600, 116.432729,39.913984, 116.439233,39.919930
卡拉ok版权运营中心, 安定门东大街28雍和大厦f座810-815, 公司企业;公司企业;公司企业, 116.413941,39.947579, 116.420180,39.948978, 116.426611,39.955146
国家民委新闻出版大楼停车场, 和平里北街14, 交通设施服务;停车场;公共停车场, 116.419812,39.957757, 116.426045,39.959151, 116.432520,39.965223
北京贝贝特出版顾问有限公司, 兴化东里26, 公司企业;公司;公司, 116.409567,39.960064, 116.415812,39.961466, 116.422232,39.967703
中国教育出版传媒集团有限公司, 沙滩后街55-2, 科教文化服务;传媒机构;传媒机构, 116.395471,39.924088, 116.401717,39.925493, 116.408079,39.931834
中国出版期刊中心, 先晓胡同10, 科教文化服务;传媒机构;出版社, 116.426501,39.912591, 116.432718,39.913975, 116.439222,39.919921
中文在线反盗版联盟, 安定门东大街28号雍和大厦e座9层903-910, 政府机构及社会团体;社会团体;社会团体相关, 116.413970,39.947183, 116.420209,39.948582, 116.426640,39.954750
全国版权交易共同市场, 安定门东大街28, 公司企业;公司企业;公司企业, 116.414161,39.947299, 116.420400,39.948698, 116.426832,39.954863
中国少年儿童新闻出版总社(东四十二条), 东四十二条21, 科教文化服务;传媒机构;出版社, 116.416325,39.934134, 116.422559,39.935530, 116.428995,39.941656
滇峰版纳烧烤, 南锣鼓巷南口117-1号, 餐饮服务;中餐厅;特色/地方风味餐厅, 116.397183,39.935718, 116.403430,39.937123, 116.409794,39.943461
国家民委新闻出版大楼(北二门), 和平里北街14, 商务住宅;楼宇;商务写字楼, 116.419557,39.957749, 116.425790,39.959143, 116.432263,39.965219
馨雅森韩版服饰(安定门分店), 安定门内大街54, 购物服务;服装鞋帽皮具店;服装鞋帽皮具店, 116.402264,39.945820, 116.408511,39.947225, 116.414891,39.953536
中国石化出版社, 安定门外大街58号, 公司企业;公司企业;公司企业, 116.401999,39.962499, 116.408249,39.963905, 116.414644,39.970223
中医古籍出版社读者服务部, 东直门内南小街16号, 购物服务;专卖店;书店, 116.422117,39.938612, 116.428344,39.940003, 116.434817,39.946028
中国协和医科大学出版社读者服务部, 东单北大街甲60, 购物服务;专卖店;书店, 116.411959,39.912183, 116.418195,39.913582, 116.424613,39.919780
北京协和医学音像出版社, 东华门, 科教文化服务;传媒机构;出版社, 116.409333,39.909416, 116.415571,39.910816, 116.421979,39.917052
中国纺织出版社读者服务部, 东直门南大街4-2, 购物服务;专卖店;书店, 116.428929,39.937536, 116.435144,39.938918, 116.441659,39.944819
新闻出版署培新幼儿园, 东四十条113-2, 科教文化服务;学校;幼儿园, 116.414048,39.932833, 116.420285,39.934231, 116.426708,39.940395
人民东方出版传媒集团, 朝阳门内大街192号东单明珠中外名酒城5层, 科教文化服务;传媒机构;出版社, 116.416440,39.922538, 116.422673,39.923934, 116.429110,39.930059
人民美术出版社读者服务部, 北总布胡同32, 购物服务;专卖店;书店, 116.425311,39.911761, 116.431529,39.913147, 116.438027,39.919115
中国环境出版有限责任公司, 广渠门内大街16号环境大厦, 公司企业;公司;公司, 116.426555,39.891795, 116.432769,39.893178, 116.439293,39.899130
中国动漫作品版权服务平台, 青龙胡同12附近, 生活服务;生活服务场所;生活服务场所, 116.413955,39.947180, 116.420194,39.948579, 116.426624,39.954747
北京版权产业融资平台, 安定门东大街28, 金融保险服务;金融保险服务机构;金融保险机构, 116.413955,39.947180, 116.420194,39.948579, 116.426624,39.954747
环球新闻出版发展有限公司, 东四十条113-2, 公司企业;公司;公司, 116.414048,39.932834, 116.420285,39.934232, 116.426708,39.940396
北京世界知识音像出版社, 干面胡同51, 科教文化服务;传媒机构;出版社, 116.415303,39.915826, 116.421536,39.917222, 116.427970,39.923367
人民卫生出版社9号楼, 天坛西里东区10号院, 公司企业;公司;公司, 116.396604,39.873755, 116.402844,39.875157, 116.409244,39.881509
中国版本图书馆停车场, 先晓胡同10, 交通设施服务;停车场;公共停车场, 116.426490,39.912789, 116.432707,39.914173, 116.439211,39.920119
科学出版社, 东黄城根北街16, 科教文化服务;传媒机构;出版社, 116.401038,39.929139, 116.407284,39.930543, 116.413654,39.936861
人民卫生出版社2号楼, 天坛西里东区10号院, 科教文化服务;传媒机构;报社, 116.395508,39.874586, 116.401748,39.875989, 116.408147,39.882343
全国版权维权协作平台, 安定门东大街28, 公司企业;公司企业;公司企业, 116.414161,39.947299, 116.420400,39.948698, 116.426832,39.954863
中国美术出版总社停车场, 北总布胡同32, 交通设施服务;停车场;公共停车场, 116.425717,39.911847, 116.431935,39.913232, 116.438435,39.919193
人民卫生出版社4号楼, 天坛西里东区10号院, 科教文化服务;传媒机构;报社, 116.395676,39.874323, 116.401916,39.875726, 116.408315,39.882080
世界知识出版社地面停车场, 干面胡同51号, 交通设施服务;停车场;停车场相关, 116.415665,39.915644, 116.421898,39.917040, 116.428334,39.923179
中国出版工作者协会科技出版工作委员会, 青年湖南街13, 政府机构及社会团体;政府机关;政府机关相关, 116.394547,39.952280, 116.400797,39.953686, 116.407171,39.960033
人民教育出版社7号楼, 东高房胡同和大学夹道的交叉口附近, 商务住宅;住宅区;住宅区, 116.395392,39.925093, 116.401638,39.926498, 116.408000,39.932840
